[2023/04/17 14:33:06] - Namespace(alpha=8, batch_m=0.75, batch_size=128, data_dir='/home/hdd/imagenet-100', delta_init='random', epochs=50, epsilon=8, inner_gamma=0.1, lamda=0.05, log='TDAT.log', lr_max=0.1, lr_min=0.0, lr_schedule='multistep', milestone1=30, milestone2=40, model='ResNet18', momentum=0.9, out_dir='TDAT', outer_gamma=0.1, save_epoch=0, seed=0, weight_decay=0.0005)
[2023/04/17 14:33:07] - Epoch 	 Seconds 	 LR 	 Inner Loss 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc
[2023/04/17 14:43:02] - 0 	 558.2 	 	 0.1000 	 4.3585 	 	 4.4608 	 0.0437 	 4.0032 	 	 0.1050 	 4.0371 	 0.0700
[2023/04/17 14:53:03] - 1 	 559.7 	 	 0.1000 	 4.0024 	 	 4.2168 	 0.0938 	 3.6313 	 	 0.1845 	 3.7012 	 0.1025
[2023/04/17 15:03:04] - 2 	 560.9 	 	 0.1000 	 3.8335 	 	 4.1046 	 0.1266 	 3.4166 	 	 0.2310 	 3.5203 	 0.1220
[2023/04/17 15:13:08] - 3 	 562.6 	 	 0.1000 	 3.7455 	 	 4.0449 	 0.1515 	 3.2674 	 	 0.2650 	 3.4072 	 0.1420
[2023/04/17 15:23:10] - 4 	 561.6 	 	 0.1000 	 3.7058 	 	 4.0154 	 0.1744 	 3.1079 	 	 0.3225 	 3.2970 	 0.1515
[2023/04/17 15:33:14] - 5 	 561.9 	 	 0.1000 	 3.6942 	 	 4.0041 	 0.1922 	 3.0756 	 	 0.3220 	 3.2760 	 0.1730
[2023/04/17 15:43:15] - 6 	 560.3 	 	 0.1000 	 3.6980 	 	 4.0016 	 0.2081 	 2.9759 	 	 0.3330 	 3.1841 	 0.1770
[2023/04/17 15:53:17] - 7 	 560.2 	 	 0.1000 	 3.7169 	 	 4.0094 	 0.2207 	 2.9981 	 	 0.3370 	 3.2107 	 0.1505
[2023/04/17 16:03:18] - 8 	 560.9 	 	 0.1000 	 3.7435 	 	 4.0244 	 0.2303 	 2.8856 	 	 0.3850 	 3.1614 	 0.2035
[2023/04/17 16:13:21] - 9 	 561.4 	 	 0.1000 	 3.7765 	 	 4.0444 	 0.2376 	 2.9787 	 	 0.3665 	 3.2290 	 0.1660
[2023/04/17 16:23:23] - 10 	 560.9 	 	 0.1000 	 3.8130 	 	 4.0679 	 0.2444 	 3.0482 	 	 0.3380 	 3.2888 	 0.1625
[2023/04/17 16:33:25] - 11 	 561.4 	 	 0.1000 	 3.8512 	 	 4.0941 	 0.2480 	 2.8739 	 	 0.4100 	 3.1647 	 0.1980
[2023/04/17 16:43:28] - 12 	 561.5 	 	 0.1000 	 3.8865 	 	 4.1170 	 0.2539 	 2.8822 	 	 0.4365 	 3.1919 	 0.2290
[2023/04/17 16:53:31] - 13 	 561.2 	 	 0.1000 	 3.9249 	 	 4.1430 	 0.2564 	 2.9487 	 	 0.4080 	 3.2366 	 0.2040
[2023/04/17 17:03:33] - 14 	 560.7 	 	 0.1000 	 3.9601 	 	 4.1673 	 0.2596 	 2.9139 	 	 0.4180 	 3.2183 	 0.2045
[2023/04/17 17:13:34] - 15 	 560.6 	 	 0.1000 	 3.9985 	 	 4.1933 	 0.2620 	 3.0281 	 	 0.3905 	 3.3355 	 0.2025
[2023/04/17 17:23:35] - 16 	 558.9 	 	 0.1000 	 4.0337 	 	 4.2164 	 0.2647 	 3.0065 	 	 0.4275 	 3.3402 	 0.2110
[2023/04/17 17:33:37] - 17 	 561.4 	 	 0.1000 	 4.0658 	 	 4.2386 	 0.2653 	 2.9275 	 	 0.4570 	 3.2684 	 0.2250
[2023/04/17 17:43:39] - 18 	 560.9 	 	 0.1000 	 4.0969 	 	 4.2596 	 0.2674 	 2.9836 	 	 0.4430 	 3.3188 	 0.2290
[2023/04/17 17:53:43] - 19 	 561.1 	 	 0.1000 	 4.1283 	 	 4.2809 	 0.2690 	 3.0080 	 	 0.4060 	 3.3080 	 0.2030
[2023/04/17 18:03:48] - 20 	 561.5 	 	 0.1000 	 4.1589 	 	 4.3017 	 0.2691 	 3.0077 	 	 0.4310 	 3.3292 	 0.2380
[2023/04/17 18:13:52] - 21 	 561.8 	 	 0.1000 	 4.1872 	 	 4.3205 	 0.2710 	 3.0487 	 	 0.4470 	 3.3723 	 0.2325
[2023/04/17 18:23:55] - 22 	 560.0 	 	 0.1000 	 4.2144 	 	 4.3396 	 0.2714 	 3.0895 	 	 0.4385 	 3.4197 	 0.2265
