[2023/04/05 05:36:13] - Namespace(alpha=8, batch_m=0.75, batch_size=128, data_dir='../data', delta_init='random', epochs=110, epsilon=8, inner_gamma=0.05, lamda=0.05, log='cifar100.log', lr_max=0.1, lr_min=0.0, lr_schedule='multistep', milestone1=100, milestone2=105, model='ResNet18', momentum=0.9, out_dir='TDAT', outer_gamma=0.05, save_epoch=100, seed=0, weight_decay=0.0005)
[2023/04/05 05:36:15] - Epoch 	 Seconds 	 LR 	 Inner Loss 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc
[2023/04/05 05:37:48] - 0 	 57.7 	 	 0.1000 	 4.3189 	 	 4.4421 	 0.0434 	 4.0237 	 	 0.0808 	 4.0429 	 0.0541
[2023/04/05 05:39:20] - 1 	 57.3 	 	 0.1000 	 3.9997 	 	 4.1804 	 0.0804 	 3.7810 	 	 0.1283 	 3.8204 	 0.0759
[2023/04/05 05:40:53] - 2 	 57.7 	 	 0.1000 	 3.8315 	 	 4.0613 	 0.1071 	 3.5517 	 	 0.1750 	 3.6156 	 0.1027
[2023/04/05 05:42:26] - 3 	 57.5 	 	 0.1000 	 3.7185 	 	 3.9840 	 0.1309 	 3.4561 	 	 0.1911 	 3.5300 	 0.1106
[2023/04/05 05:43:58] - 4 	 57.5 	 	 0.1000 	 3.6211 	 	 3.9151 	 0.1498 	 3.2390 	 	 0.2431 	 3.3485 	 0.1243
[2023/04/05 05:45:31] - 5 	 57.5 	 	 0.1000 	 3.5453 	 	 3.8620 	 0.1703 	 3.1756 	 	 0.2720 	 3.2973 	 0.1567
[2023/04/05 05:47:04] - 6 	 57.8 	 	 0.1000 	 3.4830 	 	 3.8182 	 0.1891 	 3.0239 	 	 0.3005 	 3.1778 	 0.1608
[2023/04/05 05:48:37] - 7 	 57.9 	 	 0.1000 	 3.4305 	 	 3.7812 	 0.2074 	 2.9210 	 	 0.3164 	 3.0949 	 0.1662
[2023/04/05 05:50:11] - 8 	 58.1 	 	 0.1000 	 3.4012 	 	 3.7605 	 0.2226 	 2.9060 	 	 0.3277 	 3.0859 	 0.1721
[2023/04/05 05:51:43] - 9 	 57.1 	 	 0.1000 	 3.3826 	 	 3.7473 	 0.2335 	 2.8028 	 	 0.3498 	 3.0156 	 0.1731
[2023/04/05 05:53:16] - 10 	 57.8 	 	 0.1000 	 3.3768 	 	 3.7432 	 0.2454 	 2.8037 	 	 0.3649 	 3.0159 	 0.1878
[2023/04/05 05:54:49] - 11 	 57.7 	 	 0.1000 	 3.3799 	 	 3.7448 	 0.2537 	 2.7821 	 	 0.3661 	 2.9983 	 0.1825
[2023/04/05 05:56:22] - 12 	 57.8 	 	 0.1000 	 3.3875 	 	 3.7499 	 0.2615 	 2.7743 	 	 0.3810 	 3.0041 	 0.1934
[2023/04/05 05:57:54] - 13 	 57.2 	 	 0.1000 	 3.3985 	 	 3.7567 	 0.2659 	 2.7801 	 	 0.3814 	 3.0139 	 0.1930
[2023/04/05 05:59:27] - 14 	 57.6 	 	 0.1000 	 3.4109 	 	 3.7651 	 0.2753 	 2.7027 	 	 0.3965 	 2.9652 	 0.1904
[2023/04/05 06:00:59] - 15 	 57.4 	 	 0.1000 	 3.4273 	 	 3.7767 	 0.2789 	 2.6614 	 	 0.4078 	 2.9277 	 0.1970
[2023/04/05 06:02:31] - 16 	 57.2 	 	 0.1000 	 3.4472 	 	 3.7914 	 0.2842 	 2.6651 	 	 0.4153 	 2.9503 	 0.2027
[2023/04/05 06:04:04] - 17 	 57.4 	 	 0.1000 	 3.4619 	 	 3.8003 	 0.2895 	 2.6693 	 	 0.4139 	 2.9513 	 0.1999
[2023/04/05 06:05:36] - 18 	 56.9 	 	 0.1000 	 3.4820 	 	 3.8148 	 0.2946 	 2.6572 	 	 0.4198 	 2.9310 	 0.2079
[2023/04/05 06:07:08] - 19 	 57.2 	 	 0.1000 	 3.5052 	 	 3.8303 	 0.2972 	 2.6507 	 	 0.4200 	 2.9353 	 0.2042
[2023/04/05 06:08:40] - 20 	 57.2 	 	 0.1000 	 3.5252 	 	 3.8445 	 0.3001 	 2.6567 	 	 0.4203 	 2.9346 	 0.2117
[2023/04/05 06:10:13] - 21 	 57.5 	 	 0.1000 	 3.5453 	 	 3.8585 	 0.3049 	 2.6759 	 	 0.4322 	 2.9675 	 0.2094
[2023/04/05 06:11:45] - 22 	 56.8 	 	 0.1000 	 3.5674 	 	 3.8736 	 0.3065 	 2.7300 	 	 0.4161 	 3.0089 	 0.2056
[2023/04/05 06:13:18] - 23 	 57.6 	 	 0.1000 	 3.5869 	 	 3.8858 	 0.3120 	 2.7107 	 	 0.4199 	 3.0039 	 0.2076
[2023/04/05 06:14:51] - 24 	 57.6 	 	 0.1000 	 3.6093 	 	 3.9020 	 0.3139 	 2.6502 	 	 0.4519 	 2.9579 	 0.2279
[2023/04/05 06:16:24] - 25 	 57.8 	 	 0.1000 	 3.6317 	 	 3.9177 	 0.3187 	 2.6755 	 	 0.4356 	 2.9697 	 0.2241
[2023/04/05 06:17:56] - 26 	 57.2 	 	 0.1000 	 3.6535 	 	 3.9322 	 0.3207 	 2.6012 	 	 0.4702 	 2.9301 	 0.2337
[2023/04/05 06:19:28] - 27 	 57.2 	 	 0.1000 	 3.6763 	 	 3.9486 	 0.3212 	 2.6624 	 	 0.4599 	 2.9834 	 0.2241
[2023/04/05 06:21:01] - 28 	 57.0 	 	 0.1000 	 3.6960 	 	 3.9627 	 0.3264 	 2.6982 	 	 0.4517 	 3.0071 	 0.2241
[2023/04/05 06:22:33] - 29 	 57.1 	 	 0.1000 	 3.7164 	 	 3.9766 	 0.3267 	 2.6961 	 	 0.4530 	 3.0059 	 0.2261
[2023/04/05 06:24:05] - 30 	 57.2 	 	 0.1000 	 3.7360 	 	 3.9908 	 0.3294 	 2.7176 	 	 0.4627 	 3.0423 	 0.2299
[2023/04/05 06:25:37] - 31 	 57.4 	 	 0.1000 	 3.7588 	 	 4.0060 	 0.3327 	 2.6917 	 	 0.4607 	 3.0130 	 0.2359
[2023/04/05 06:27:10] - 32 	 57.7 	 	 0.1000 	 3.7803 	 	 4.0207 	 0.3325 	 2.6853 	 	 0.4670 	 3.0161 	 0.2286
[2023/04/05 06:28:43] - 33 	 57.6 	 	 0.1000 	 3.7998 	 	 4.0350 	 0.3374 	 2.7312 	 	 0.4641 	 3.0606 	 0.2233
[2023/04/05 06:30:16] - 34 	 57.6 	 	 0.1000 	 3.8184 	 	 4.0472 	 0.3384 	 2.7001 	 	 0.4628 	 3.0223 	 0.2254
[2023/04/05 06:31:47] - 35 	 56.7 	 	 0.1000 	 3.8388 	 	 4.0621 	 0.3391 	 2.7547 	 	 0.4642 	 3.0724 	 0.2425
[2023/04/05 06:33:20] - 36 	 57.2 	 	 0.1000 	 3.8617 	 	 4.0786 	 0.3393 	 2.7596 	 	 0.4527 	 3.0840 	 0.2205
